category,division,name,subcategory,true_label
Fitness & activewear,Womens,denim kids iron underwired printed bottoms joggers cape pants dress iron,Classic shirt|Fleece sweatshirt|Hoodies & track tops,0
Swim,Boys,john shock textured track high floral kids high pant regular ladies,Crop top|T-shirts & tee,0
Shirts,Men,capri fleece fleece active long leg cape yoga s nike,Crop top|Vests,0
Coats,Womens,hoody originals padded plain sleeve running jeans originals pure medium school sports,Denim shirt,0
Fitness & activewear,Boys,pant shirts lewis kimono cover regular cuff kids jersey medium striped cotton cover medium,Classic shirt|T-shirts & tee,0
Underwear,Men,support cover capri school set denim long shorts,Biker Coat|Classic,0
Underwear,Men,support years f track adidas non fit cuff sweatshirt vest,Cape|Classic,0
Jeans,Girls,collar kids sleeve leg lewis,Casual shirt|Formal shirt|Western shirt,0
Shirts,Boys,denim underwired slim fleece cover,Socks|Trunks,0
Coats,Womens,girls jogger ladies tights cotton running designer cuff,Boyfriend coat,0
Tops,Boys,lewis plain john slim set rich pro check tall beach cuff jeans originals,Skinny,0
Coats,Girls,striped years rich f run denim armour contrast set shirt denim t tights,Swing coat,0
Shirts,Womens,short adjustable classic school pack printed,Socks,0
Fitness & activewear,Men,quarter light leg sweatshirt john printed pro ladies tailored,Cape,0
Underwear,Men,set contrast kids cape iron adidas girls asos quarter,Cocoon coat,0
Fitness & activewear,Men,textured girls hoody tailored jogging medium,Straight leg,0
Shirts,Men,capri pure pant medium rich new slim hoody short years beach,Denim shirt,0
Coats,Boys,joggers cover sports sports sleeve yoga active pants,Long johns,0
Swim,Boys,years nike school contrast high long stripe,Formal shirt,0
Underwear,Men,non short f t tights pants sweatshirt smart,Denim shirt|T-shirts & tee,0
Jeans,Boys,adjustable new plain active tights stripe shock absorber cuff bra padded baby sleeved cover,Crop top|T-shirts & tee,0
Jeans,Boys,set high s long shirts polo girls stripe zip tall shirt joggers bra slim,Parka,0
Fitness & activewear,Womens,formal capri run s sleeved lewis,Back to School|Polo shirt,0
Underwear,Boys,pants floral new adidas floral hoody crop support f run jeans beach,Classic shirt|Tank top,0
Coats,Men,adjustable crop crop smart new jogging striped tailored jogger pure polo leg impact pant,Back to School|Tank top,0
Fitness & activewear,Boys,track dark crop baby beach originals sleeve beach,Crop top,0
Swim,Girls,asos striped striped underwired pure s neck,Boyfriend coat,0
Jeans,Womens,baby fit vest jeans ladies print f,Denim shirt,0
Swim,Womens,new pack tights pants s sports adidas shirt printed polo john,Casual shirt|Formal shirt|Western shirt,0
Fitness & activewear,Men,formal sports kimono set slim,Bandeau,0
Coats,Men,tall tall shock dark slim stripe originals polo jogging pro adidas yoga high,Denim shirt,0
Swim,Womens,t adjustable sleeve dress slim,Active top,0
Swim,Girls,impact denim textured sleeved ladies classic,Hoodies & track tops,0
Coats,Men,floral active slim absorber high lewis john sleeve,Classic shirt|Denim shirt,0
Coats,Girls,smart quarter smart jeans new short dress check racer light running lewis,Swing coat,0
Shirts,Girls,check s crop impact adjustable slim cotton denim non sleeved non,Bandeau,0
Fitness & activewear,Womens,sleeved new jersey crop armour,Classic|Padded & down coat,0
Underwear,Girls,floral light f run shorts run,Straight leg,0
Tops,Girls,lewis john john puma smart adidas designer capri pro puma originals non,Boyfriend coat,0
Fitness & activewear,Womens,capri kaftan ladies racer kimono,Parka,0
Tops,Men,yoga floral jersey pant tights t pant underwired active contrast racer high jogging pant,Bandeau,0
Jeans,Boys,shirt asos neck long long quarter adidas,Back to School|Fleece sweatshirt,0
Shirts,Men,jeans baby padded asos originals plain kaftan jogger designer high pack,Hoodies & track tops,0
Swim,Boys,printed pure pure waist tailored sports bottoms neck,Crop top|Vests,0
Swim,Womens,fit floral baby fit bottoms classic bottoms cotton ladies kimono,Back to School|Polo shirt,0
Tops,Boys,girls sports impact neck hoody quarter shorts armour designer textured ladies long,Back to School|T-shirts & tee,0
Tops,Boys,plain light support jogging new adidas pure armour collar jogger pack,Socks|Trunks,0
Tops,Boys,crop joggers long set kaftan print tights formal padded asos vest,Active shorts,0
Coats,Boys,set floral pants kaftan light t puma pants originals cotton,Fleece sweatshirt|Hoodies & track tops|T-shirts & tee,0
Fitness & activewear,Boys,running fleece yoga tights print medium stripe,Back to School|Fleece sweatshirt,0
Tops,Womens,waist zip s polo regular denim jersey neck sweatshirt contrast support,Padded & down coat,0
Tops,Men,baby school girls sweatshirt classic,Fleece sweatshirt|Hoodies & track tops|T-shirts & tee,0
Underwear,Men,contrast t absorber hoody polo check adidas racer bra leg,Cover-ups,0
Jeans,Womens,fit zip nike jersey underwired cape john contrast sleeve jersey kimono classic girls jersey light,Boyfriend coat,0
Jeans,Womens,track set nike dress pack collar kids light tall asos padded bottoms absorber hoody,Cover-ups,0
Shirts,Girls,padded pant high capri adidas lewis capri,Fur & faux fur coat|Kimono coat|Macintosh & rain coat,0
Underwear,Womens,pack impact cuff dark puma cover non underwired armour floral long,Classic shirt|Fleece sweatshirt|Hoodies & track tops,0
Tops,Womens,pure support armour classic capri kids dress printed,Biker Coat,0
Fitness & activewear,Boys,beach sports jogger neck crop pant waist collar support fit,Classic shirt,0
Jeans,Boys,stripe designer adjustable bottoms quarter printed printed pure cuff iron,Swimsuits/one-piece,0
Underwear,Men,quarter fit yoga f racer puma asos capri vest collar shock pure,Back to School|T-shirts & tee,0
Shirts,Men,shock s rich f girls striped joggers long sweatshirt set formal shorts yoga shorts,Parka,0
Fitness & activewear,Womens,impact regular pack asos light cotton pant cover neck check designer,Socks|Trunks,0
Jeans,Men,collar beach nike s short rich cover,Sarongs,0
Fitness & activewear,Womens,iron new running underwired leg bra underwired john track,Denim shirt|T-shirts & tee,0
Coats,Men,pro kaftan puma pack long sweatshirt light striped shirt underwired stripe asos years textured leg,Back to School|Hoodies & track tops,0
Jeans,Womens,girls f formal slim t beach leg,Bandeau,0
Underwear,Womens,classic zip shorts rich jersey denim medium non long beach support pack sports,Hoodies & track tops|T-shirts & tee|Vests,0
Swim,Womens,vest dress long set baby dress tights jogger cover kids puma rich,Skinny,0
Jeans,Boys,sports textured nike print formal striped crop ladies,Briefs,0
Coats,Girls,track active high light pack t print ladies jogging hoody jogging pack bra run,Cover-ups|Swimsuits/one-piece,0
Fitness & activewear,Boys,racer jersey baby nike armour s baby underwired beach,Socks|Trunks,0
Swim,Boys,high regular kids originals smart,Active top|Sports bra,0
Tops,Girls,designer slim printed cotton new sports kimono shorts shirts adidas pant kimono tall,Bikinis/two-piece,0
Fitness & activewear,Womens,run smart new asos kaftan racer medium sports,Kimono coat,0
Shirts,Womens,cotton rich shorts crop rich cover dress john adjustable cape contrast jersey check jogging plain,Crop top,0
Tops,Boys,medium bra tall bra short sleeved designer t striped short sports tights waist medium,Cover-ups|Swimsuits/one-piece,0
Shirts,Girls,shock shock pants denim sports running medium shock puma fleece classic,Back to School|Polo shirt,0
Swim,Men,puma t impact plain jogger light fleece leg jeans armour bottoms,Tankini,0
Underwear,Girls,armour shock f pack cape short racer track,Casual shirt|Formal shirt|Western shirt,0
Jeans,Womens,smart neck absorber bottoms underwired new collar fit shock beach,Briefs,0
Fitness & activewear,Womens,cover pant classic lewis adjustable print sports kaftan dark f quarter jogging,Polo shirt,0
Coats,Boys,leg sweatshirt active rich set years check yoga cuff,Formal shirt,0
Swim,Men,new printed set sweatshirt cover ladies kimono classic polo formal zip f racer shirts f,Tankini,0
Underwear,Boys,shirt jogging kimono years baby,Biker Coat|Classic,0
Tops,Boys,john track dress shock hoody lewis pants adjustable dress girls pro,Classic shirt|T-shirts & tee,0
Swim,Boys,bottoms adjustable adjustable high kimono floral non dress short joggers,Fleece sweatshirt|Hoodies & track tops,0
Shirts,Boys,check slim striped formal puma fleece armour support classic jeans adjustable crop long regular,Swimsuits/one-piece,0
Swim,Womens,underwired shock puma medium school,Active top,0
Coats,Girls,joggers floral armour designer striped short kaftan running high ladies joggers,Casual shirt|Formal shirt,0
Underwear,Men,jogger school set new stripe adidas long ladies set striped polo yoga racer striped,Long johns,0
Shirts,Boys,capri cotton sleeved medium shirt rich regular cape shorts,Back to School|T-shirts & tee|Tunic,0
Swim,Womens,kaftan lewis cotton vest shock,Crop top,0
Swim,Men,iron shorts polo collar underwired,Vests,0
Fitness & activewear,Men,floral dress shorts medium track formal pants girls,Tank top|Vests,0
Shirts,Men,collar school iron light pant baby armour,Straight leg,0
Shirts,Girls,john printed tights slim light s crop years floral t,Padded & down coat,0
Swim,Womens,cape puma shock girls originals textured tall pure rich padded support vest polo t,Tank top,0
Jeans,Womens,stripe neck active adidas neck classic sports support cover smart impact originals kids printed,Socks|Trunks,0
Jeans,Womens,long striped shock cover cape kids cape printed ladies hoody yoga originals,Classic shirt|Fleece sweatshirt|Hoodies & track tops,0
Fitness & activewear,Girls,iron lewis cover kimono girls kids short regular hoody shorts,Boxers,0
Coats,Womens,quarter impact printed nike pant support girls smart shirt padded pack cape sports,Cover-ups,0
Shirts,Boys,rich run check school girls jeans collar sleeve shirts active racer school nike puma pack,Fur & faux fur coat|Kimono coat|Macintosh & rain coat,0
Tops,Womens,pack cuff racer designer quarter kids padded bottoms adidas denim tailored crop impact,Casual shirt|Formal shirt|Western shirt,0
Underwear,Womens,dark armour running lewis padded tights zip bottoms new smart,Swimsuits/one-piece,0
Tops,Boys,leg formal kimono jeans textured shirts,Denim shirt,0
Shirts,Boys,sleeve bottoms pants crop john plain printed adjustable sweatshirt active check designer absorber,Swimsuits/one-piece,0
Coats,Womens,t adjustable leg classic racer vest nike shock regular denim school capri pro,Straight leg,0
Jeans,Girls,pants cape ladies absorber pure,Cocoon coat,0
Tops,Womens,polo beach fit polo hoody jogger sweatshirt kids vest crop impact girls,Long johns,0
Swim,Boys,crop cape john plain medium cover underwired ladies pro tall running sleeved print bottoms,Military coat|Padded & down coat,0
Jeans,Girls,underwired textured sleeve jeans fit,Padded & down coat,0
Tops,Girls,cuff s jogger track check printed baby baby capri bra asos,Padded & down coat|Swing coat,0
Shirts,Womens,striped track shorts tights regular baby f pure joggers short asos run new regular,Back to School|Fleece sweatshirt,0
Underwear,Womens,shorts medium sleeve sweatshirt dress s hoody cape run shock denim kimono neck,Socks|Trunks,0
Shirts,Boys,sleeve check underwired adjustable sweatshirt puma cotton stripe striped shirts light jeans waist,Active pants,0
Tops,Men,ladies stripe s plain underwired shirts,Cover-ups|Swimsuits/one-piece,0
Underwear,Girls,cuff quarter floral active slim pant pant cuff formal denim zip,Active top,0
Tops,Girls,denim adjustable nike armour absorber high cape track kids cotton f fleece collar,Swimsuits/one-piece,0
Tops,Boys,textured designer beach polo kids fit cover,Cover-ups,0
Swim,Girls,puma printed absorber baby originals fit set quarter sweatshirt formal originals,Back to School|Tank top,0
Jeans,Men,jersey track john f jersey capri new impact iron set,Briefs,0
Underwear,Boys,girls fleece yoga check pants collar nike medium s,T-shirts & tee,0
Jeans,Boys,joggers printed tall cotton running polo zip rich capri,Biker Coat|Cocoon coat,0
Tops,Girls,lewis school designer dark formal adidas dark running padded pants,Bandeau,0
Jeans,Men,kids high slim john asos jeans polo underwired running iron impact shirts,Unclassified,0
Shirts,Boys,baby years support s sweatshirt denim kaftan bottoms check running,Biker Coat|Cocoon coat,0
Coats,Men,puma print printed crop new high adjustable crop cotton school kids regular adidas textured cover,Cape|Classic,0
Swim,Boys,fleece crop classic armour cover lewis john printed medium floral striped,Polo shirt,0
Shirts,Men,slim track pants striped s leg fleece puma racer cape,Back to School|T-shirts & tee,0
Tops,Girls,long plain running plain f jogger fit,Skinny,0
Jeans,Boys,sleeved dress designer kimono sports cotton,Classic|Padded & down coat,0
Underwear,Boys,shock jogging originals fleece pant girls iron,Polo shirt,0
Shirts,Girls,lewis quarter active shock baby armour contrast contrast ladies track sports impact quarter,Trunks,0
Jeans,Men,running active yoga light dark padded zip,Bikinis/two-piece,0
Tops,Men,pack floral non track sports formal tailored iron fleece joggers fleece joggers,Socks|Trunks,0
Tops,Girls,track dress striped short years plain cape support pro stripe,Classic shirt|T-shirts & tee,0
Fitness & activewear,Girls,absorber kimono shirt textured lewis bottoms bottoms contrast adidas originals fit shirts sweatshirt iron set,Biker Coat|Cocoon coat,0
Tops,Boys,textured polo padded kaftan track non kaftan active leg fleece sports dark,Fleece sweatshirt|T-shirts & tee,0
Fitness & activewear,Womens,quarter shorts print cape puma shorts shock sleeve non new shirt t,Classic shirt|Fleece sweatshirt|Hoodies & track tops,0
Jeans,Boys,zip collar track high impact lewis cuff track denim plain floral contrast sleeved tall,Denim shirt,0
Tops,Men,capri sleeved waist regular pro check classic active,Biker Coat|Cocoon coat,0
Tops,Girls,iron non pants fit regular formal smart,Duffle coat,0
Fitness & activewear,Boys,pants shock run baby high shorts fleece joggers slim quarter,Cover-ups|Swimsuits/one-piece,0
